X,Y,OBJECTID,REF_NUM,DATE_REV,EVENT_DATE,TRUE_SINK,LONGDD,LATDD,COUNTY,TWNSHP,TWNSHP_D,RANGE,RANGE_D,SECTION,QTRSECT1,QTRSECT2,ACCURACY,RPT_SOURCE,RPT_NAME,OCITY,OZIP,SIZDIM,SINSHAPE,SINLNGTH,SINWIDTH,SINDEPTH,SLOPE,WATSIN,WATBLS,LIMVIS,CAVVIS,SUBRATE,PROPDAM,REPAIR_S,DRAINSTR,SOILTYPE,COMMENTS,COMMENTS_2,ACCESS_
-82.4489321981667,29.0851928487583,3441,36-170,2016/01/29 00:00:00+00,2003/06/05 00:00:00+00,U,-82.44892876,29.0851874,MARION,16,S,18,E,13,SW,SW,GPSSA,,,DUNNELLON,,E,C,2,2,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,SH ON PRIVATE PROPERTY. 6' FROM SWIMMING POOL. SWP030605-3391. END. . . .,,. .
-81.6396452594228,29.7742025697032,3442,76-509,2017/10/31 00:00:00+00,2017/09/11 00:00:00+00,U,-81.63965,29.774196,PUTNAM,8,S,27,E,30,NW,SE,PARCEL,Putnam County EM ,Ryan Simpson,,,U,U,15,15,19,,Y,,U,U,U,U,Unknown,Unknown,,"Sinkhole reported in Putnam County on SR 17 and Palmetto Bluff Blvd. All lanes of traffic are currently closed at this time because of this sinkhole. The sinkhole was reported to be 15 feet wide and 10 feet deep. (No structures damaged, CF)",,
-82.8320525794829,30.086883100053,3443,37-398,2014/12/02 00:00:00+00,2012/06/29 00:00:00+00,U,-82.83204899,30.08687743,SUWANNEE,5,S,15,E,5,NE,NE,UNKWN,,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,,No further information,
-82.6301920936776,27.7815950898281,3444,15-734,2016/12/20 00:00:00+00,2016/09/02 00:00:00+00,U,-82.63019,27.781598,PINELLAS,31,S,17,E,17,NW,SW,GPS,"Tim, Private Citizen",Locust St Sinkhole ,St. Petersburg ,33701,M,E,8,5,,,U,,U,U,U,U,Unknown,Unknown,,,,
-82.5595298909504,29.0138169941676,3445,02-015,2015/03/24 00:00:00+00,1982/10/05 00:00:00+00,U,-82.55952642,29.01381157,CITRUS,17,S,17,E,11,NW,SE,QTR3,,,,,U,U,10,10,9,,U,,U,U,U,U,Unknown,Unknown,SAND,FLAT WITH SURROUNDING SWAMPS. END. . . . . .,,"STATE ROAD 488, ROADWAY. END."
-81.4342472804148,29.2461969399173,3446,79-508,2016/11/28 00:00:00+00,1979/01/09 00:00:00+00,U,-81.43424413,29.24619143,VOLUSIA,14,S,28,E,26,SE,SE,SECTION,FSRI,,,,U,E,22,27,7,,Y,3,U,U,R,U,Unknown,Unknown,SANDY,NEAR AND LINE 505 506 507 509. END. . . . . .,"Currently matches all paper report location info, lcoation unchanged",2 MI EAST OF US 17 ON WASHINGTON. .
-81.4419531506066,29.242225510243,3447,79-506,2016/11/28 00:00:00+00,1977/01/15 00:00:00+00,U,-81.442,29.2422,VOLUSIA,14,S,28,E,35,NW,NE,SECTION,FSRI,,,,U,U,,,,,Y,,U,U,U,U,Unknown,Unknown,SANDY,NEAR 505 507 508 509. LINE 505 507 508 509. END. . . . .,"Paper report lists only road and section, moved onto roadway within section",TURNER RD NEAR US 17 IN PIERSON. .
-82.5970524549588,28.4576162916924,3448,08-529,2015/11/12 00:00:00+00,1988/01/22 00:00:00+00,U,-82.597049,28.457611,HERNANDO,23,S,17,E,27,,NW,QTR3,FSRI,,SPRING HILL,33606,E,C,4,4,3,90,U,,N,N,R,U,Planned,Unknown,,"A, FL          T27S,R18E, S27SW. SINK OCCURRED NEAR GARAGE WITH HALF OF IT BENEATH GARAGE.. . . . . .","Plotting 1,000 ft. S of given address. Moved to 7502 Pond Circle.","7502 POND CIRCLE. SPRING HILL, FL 33606."
-81.3830196235071,28.6956360609898,3449,77-550,2014/07/16 00:00:00+00,1988/04/28 00:00:00+00,U,-81.38301651,28.69563068,SEMINOLE,21,S,29,E,2,NW,NE,PARCEL,FSRI,,LONGWOOD,32750,E,C,1,1,1,,N,,N,N,R,N,Not Repaired,Unknown,SAND,15 FT. DIAMETER SOFT SPONGY SAND AROUND SINK. 3 FT. FROM EDGE OF POOLDECK IN BACK YARD OF HOUSE. POLE SHOVED 5 FT. ALL THE WAY TO BOTTOM. END. . . . .,Moved to address given.,"304 CRANE COVE. LONGWOOD, FL 32750."
-82.2686269718408,27.9355015792606,3450,10-806,2015/12/23 00:00:00+00,1981/07/15 00:00:00+00,U,-82.26862363,27.93549641,HILLSBOROUGH,29,S,20,E,25,NW,NW,PARCEL,FSRI,,BRANDON,,E,C,1,1,2,,N,,N,N,U,N,Repaired,Unknown,UNKNOWN,ON 9-29-83 MRS. RUNSTEDTLER TOLD LITTLEFIELD SHE STILL HAS TO FILL IT. WITH DIRT EVERY ONCE IN A WHILE.. END. . . . .,Plotting in wrong parcel. Moved to 302 Beverly Blvd.,"302 BEVERLY BLVD.                               NW. BRANDON, FL.."
-81.7031734481788,30.309734802667,3451,72-507,1970/01/01 00:00:00+00,2014/09/11 00:00:00+00,U,-81.70317018,30.30972905,DUVAL,2,S,26,E,21,SW,SE,QTR3,,Pamela Miller,Jacksonville,,U,U,6,5,,,Y,1,U,U,U,U,Unknown,Unknown,,,There is water to the depth of twelve inches in the hole. The hole is within five feet of a home. ,No address was provided. Placed in location of reported lat/long.
-82.3791666699278,28.1166666702419,3452,10-018,2015/12/03 00:00:00+00,1977/05/01 00:00:00+00,U,-82.37916329,28.11666146,HILLSBOROUGH,27,S,19,E,23,SE,SW,GPSSA,Florida Sinkhole Research Institute,DOT,,,E,C,12,12,4,,N,,N,U,U,U,Unknown,Unknown,SAND,LOW-LYING SWAMPY AREA. END. . . . . .,,". ROAD-582, ROADWAY."
-81.6913880232866,27.8144244053452,3453,16-710,2016/02/17 00:00:00+00,1991/06/03 00:00:00+00,U,-81.69138485,27.81441925,POLK,31,S,26,E,2,SW,NW,PARCEL,FSRI,,,,E,C,35,35,20,45,N,,N,N,R,N,Not Repaired,Unknown,SANDY,SEVEN SINKHOLES OPENED UP IN THE SAME AREA ON THE SAME DAY.. . . . . . .,Plotting appr. 501.7 ft. E of given address. Moved to 6788 Lake Buffum Rd N.,"6788 N. LAKE BUFFUM RD.. FT. MEADE, FL 33841."
-82.1613998404459,28.0291004196293,3454,10-927,2015/11/24 00:00:00+00,2010/01/13 00:00:00+00,U,-82.16139652,28.02909522,HILLSBOROUGH,28,S,21,E,24,NW,SE,PARCEL,Hillsborough County Emergency Warning Point,David,,,U,U,24,24,4,,U,,U,U,U,U,Unknown,Unknown,,,,
-81.4608333303023,28.6280555597421,3455,75-513,2014/06/20 00:00:00+00,1964/11/15 00:00:00+00,U,-81.4608302,28.6280502,ORANGE,21,S,28,E,25,SE,SE,QTR2,FSRI,,,,E,C,50,50,20,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,Did not move. Located on Bell Blvd.,BELL BLVD AND LOCKHART. .
-83.5689415868734,30.1106716167098,3456,38-506,2015/10/27 00:00:00+00,2008/08/23 00:00:00+00,U,-83.56893779,30.11066596,TAYLOR,4,S,8,E,30,NW,NW,GPSSA,,,PERRY,32347,E,U,25,,6,,U,,U,U,U,N,Not Repaired,Unknown,UNKNOWN,"#SWP080823-6848.  25' WIDE, 6' DEEP SINK OPENED IN RESIDENT'S FRONT YARD.  NO DAMAGE TO STRUCTURES OR ROADWAYS.  END. . . . .",,
-82.5406256900264,28.4701719703992,3457,08-725,2015/11/02 00:00:00+00,2012/06/28 00:00:00+00,Y,-82.54062225,28.47016667,HERNANDO,23,S,18,E,19,NW,SE,GPSSA,Hernando Co EM,,,,E,U,,,,,U,,U,U,R,U,Unknown,Unknown,,"cluster of ~22 sinkholes in drainage retention area; sinkholes vary in size from >100' to 5' diameter, depths vary widely; one sinkhole has taken part of a fence and is close to taking a RV; area too dangerous to get any closer",,
-82.3582100742189,28.0360041979386,3458,10-1091,2015/10/29 00:00:00+00,2013/03/24 00:00:00+00,U,-82.3582067,28.035999,HILLSBOROUGH,28,S,19,E,24,SW,NE,PARCEL,Hillsborough County Fire Department,,Tampa,,E,C,2,2,1,,U,,U,U,U,U,Unknown,Unknown,,"SWO#2013-1770; no structures threatened",,
-84.3253840249361,30.3303056807672,3459,55-718,2016/11/14 00:00:00+00,2010/04/22 00:00:00+00,U,-84.3254,30.3303,LEON,2,S,1,W,16,NW,NW,QTR2,Leon Co EM,Kevin,TALLAHASSEE,,E,C,8,8,30,,U,,U,U,R,Y,Repaired,Unknown,,"SWP100422-2441: sinkhole is not impacting any structures; Leon Co Public Works is onsite planning to fill and stabilize the hole","No paper report, was near Woodville Hwy, moved to correct location near Crawfordville Hwy",
-82.1788888901174,29.1647222195869,3460,36-534,2016/09/12 00:00:00+00,1981/07/18 00:00:00+00,U,-82.17888553,29.16471675,MARION,15,S,21,E,23,,SE,QTR2,,,OCALA,34474,E,U,22,22,10,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,"currently located at Central Florida Community College from database, large parcel, location not moved",SW OCALA. .
-82.1797695989151,29.1520305568658,3461,36-566,2016/09/19 00:00:00+00,1991/03/18 00:00:00+00,U,-82.1798,29.152,MARION,15,S,21,E,26,SE,SW,QTR3,,,,,E,E,16,12,6,90,N,,N,N,R,Y,Planned,Unknown,CLAY & SAND,5 SINKS IN THE AREA OF A RETENTION POND.. . . . . . .,"No paper record, moved to retention pond located next to listed address as per database comments","APPROX. 3300 SW 34TH AVE.. OCALA, FL."
-82.5819444399288,29.6527777800205,3462,26-006,2015/01/27 00:00:00+00,1970/04/04 00:00:00+00,U,-82.58194094,29.65277221,ALACHUA,10,S,17,E,2,NE,NW,QTR3,,,,,U,U,10,10,20,,N,,U,U,U,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,,. ROAD 26.
-81.2756298759467,28.4189433477592,3463,75-703,2014/10/26 00:00:00+00,2014/04/25 00:00:00+00,U,-81.2756268,28.41893803,ORANGE,24,S,30,E,12,NW,NW,UNKWN,EM,,Orlando,32827,E,U,4.5,4.5,1,,U,,U,U,U,N,Unknown,Unknown,,SH is 4-5 feet across and about 1 foot deep,"There are two North Lake Parkways in Orange County, The reported lat/long plots 15 miles from 3945 N Lake Orlando Parkway, Orlando.  (Reported lat/long appears to have been generated from google maps)",
-82.6039175475345,28.5022285555486,3464,08-781,1970/01/01 00:00:00+00,2015/05/19 00:00:00+00,U,-82.60391409,28.50222325,HERNANDO,23,S,17,E,9,SE,NE,GPSSA,Hernando County ,Operator #25,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,,Report #: 2015-3226 ,
-82.3245017185888,28.3282867525035,3465,14-769,1970/01/01 00:00:00+00,2015/08/31 00:00:00+00,U,-82.32449834,28.32828149,PASCO,25,S,20,E,8,NW,,PARCEL,News Channel 8,,,,U,U,6,4,8,,U,,U,U,U,U,Unknown,Unknown,,,,
-81.7166666702061,28.0166666702286,3466,16-551,2016/07/18 00:00:00+00,1967/04/25 00:00:00+00,U,-81.71666348,28.01666146,POLK,28,S,26,E,28,,,COUNTY,,,,,E,C,20,20,40,90,U,,U,U,U,Y,Repaired,Unknown,UNKNOWN,THIS SINK DESTROYED A 6 INCH WATER MAIN. END. . . . . .,"No paper record, database comments only indicate city, not info to move location with, location not moved",. WINTER HAVEN.
-82.7811835013957,28.1349952097305,3467,15-011,2016/01/26 00:00:00+00,2003/02/08 00:00:00+00,U,-82.78118,28.13499,PINELLAS,27,S,15,E,14,SW,NW,GPSSA,,,TARPON SPRINGS,,E,C,3,3,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,SH LOCATED ON A RESIDENTIAL ROAD. SWP030208-687. END. . . . .,Moved to roadway at the intersection of S Florida Ave and Jamaica Way.,. .
-81.5413784018622,28.5052313601539,3468,75-062,2014/06/10 00:00:00+00,1970/01/01 00:00:00+00,U,-81.54137525,28.50522603,ORANGE,23,S,28,E,8,NW,NW,PARCEL,,,WINDERMERE,34786,E,C,20,20,,45,N,,N,N,U,Y,Repaired,Unknown,UNKNOWN,HOUSE COMPLETELY DESTROYED BY SINKHOLE.. END. . . . . .,Moved to 11002 Lake Butler Blvd. ,. .
-83.0206719996926,30.1864552207987,3469,37-391,2014/12/16 00:00:00+00,2012/06/29 00:00:00+00,U,-83.02066836,30.18644953,SUWANNEE,3,S,13,E,33,NW,NE,PARCEL,Shawn Higgins,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,60X40X20 with timber,,
-81.7788734395333,26.3554553243418,3470,12-505,1970/01/01 00:00:00+00,2017/12/06 00:00:00+00,U,-81.778875,26.355451,LEE,47,S,25,E,26,SW,NE,PARCEL,Private Citizen,Doug Clark,BONITA SPRINGS,,U,U,,,,,U,,U,U,U,U,Unknown,Lake,,Caller reports potential sinkhole in lake behind property. They discovered three separate clusters of bubbles in the lake near their home that they believe could be caused by a sinkhole formation.,"""The source of the bubbles could be from degassing organics in the bottom of the lake. It’s unlikely the bubbles are signs of a forming sinkhole(s), as sinkholes are not a common occurrence in the area.""",
-82.0734001226638,29.0259427294827,3471,36-185,2016/06/30 00:00:00+00,2000/06/13 00:00:00+00,U,-82.0733968,29.02593729,MARION,17,S,22,E,11,,,SECTION,,,BELLEVIEW,,U,U,,,,,U,,U,U,U,Y,Unknown,Unknown,UNKNOWN,SH UNDER HOUSE. CRACK IN FOUNDATION AND WALLS. COUNTY INSPECTOR SAYS HOUSE IS SAFE. SWP000613-3076. END. . .,The address listed on report does not exist according to the property appraiser,. .
-82.1660436392122,29.1865809922694,3472,36-765,2018/05/31 00:00:00+00,2017/12/23 00:00:00+00,U,-82.166109,29.186593,MARION,15,S,21,E,13,SW,NW,PARCEL,Marion County EM,Preston Bowlin,OCALA,,E,E,4,6,90,,N,,U,U,U,N,Repaired,Unknown,,"Marion County EM reports a sinkhole on private property in Ocala. Per Marion County EM, mitigation efforts have been completed and the scene has been cleared.",,
-84.3263888905151,30.4174999996903,3473,55-053,2016/03/16 00:00:00+00,1999/07/28 00:00:00+00,U,-84.32638486,30.4174943,LEON,1,S,1,W,10,NW,NW,QTR2,FGS,ED LANE,TALLAHASSEE,,E,C,35,35,15,90,Y,15,N,N,R,Y,Planned,Unknown,ORANGE CLAYEY SAND,SH IN DEEP END OF WATER HAZARD. FISH AND TURTLES STRANDED DUE TO SUDDEN DRAINING OF HAZARD. NEWSPAPER ARTICLE ATTACHED TO REPORT. END. . . .,,. .
-84.3461111100053,30.4091666700583,3474,55-008,2016/03/15 00:00:00+00,1999/07/23 00:00:00+00,U,-84.34610708,30.40916097,LEON,1,S,1,W,8,NE,SE,QTR1,FGS,ED LANE,TALLAHASSEE,,E,C,35,35,25,75,N,,N,N,R,Y,Repaired,Lake,CLEAN WHITE SAND,ON SWANP AREA ALONG N. SHORE OF LAKE BRADFORD. SEE MAP AND PHOTO WITH FILE COPY. UPDATE-SINK REOPENS 5/13/2001 AT 5PM DURING DROUGHT CONDITIONS. . END. . .,,LAKE BRADFORD RD. TO MUSEUM DRIVE. .
-81.8417310539206,27.899624591304,3475,16-051,2016/07/05 00:00:00+00,1996/04/22 00:00:00+00,U,-81.8417,27.8996,POLK,30,S,25,E,5,NE,SW,QTR1,FSRI,,BARTOW,,E,U,,,20,,U,,U,U,U,U,Repaired,Unknown,UNKNOWN,"ON NORTH WILSON AVENUE, JUST SOUTH OF THE RAILROAD OVERPASS. SINKHOLE FILLED WITH GROUT BY HAYWARD BAKER CO.. END. . . . .","Moved to North Wilson Ave, just south of overpass","NORTH WILSON AVENUE. BARTOW, FL ."
-82.4815522991069,28.0889009779341,3476,10-724,2015/12/17 00:00:00+00,1975/05/03 00:00:00+00,U,-82.48154889,28.08889577,HILLSBOROUGH,27,S,18,E,35,NW,SW,PARCEL,FSRI,,TAMPA,,E,E,17.1,5,4.4,,N,,N,N,R,N,Unknown,Unknown,SAND,SINCLAIR NOTES TWO MORE IN YARD ABOUT SIX HOUSES AWAY (TOLLES) AND NEXT. ROADWAY WITHIN LAST MONTH.  NO FURTHER DETAILS.  PUMPING ONGOING TO. MAINTAIN LAKE LEVEL.. END. . . .,Should be plotting along side of house. Moved to the side of the house based on site drawing.,1832 W. BEARSS AVE. LAKE MAGDALENE.
-82.136735324887,29.2085702288302,3477,36-550,2016/09/16 00:00:00+00,1987/09/28 00:00:00+00,U,-82.1367,29.2086,MARION,15,S,22,E,6,SE,SE,QTR3,FSRI,,OCALA,,E,E,8,5,,,N,,U,U,R,Y,Repaired,Unknown,UNKNOWN,REAR LEFT WHEELS OF TANKER TRUCK DROPPED INTO SINKHOLE. . . . . . .,Moved to location at NE corner of intersection,"NE CORNER OF NW 1ST AVE & 21ST ST. OCALA, FL."
-85.2138409474154,30.8059227014761,3478,53-007,2015/12/30 00:00:00+00,2003/05/02 00:00:00+00,U,-85.21383665,30.80591694,JACKSON,5,N,10,W,27,SE,NE,PARCEL,,,MARIANNA,32446,E,E,20,15,3,45,N,,N,N,U,Y,Planned,Ditch,SANDY CLAY,CAVERNS GOLF COURSE. FAIRWAY OF HOLE 9. END. . . . .,,. .
-82.1136463999129,29.1563925518237,3479,36-133,2016/02/09 00:00:00+00,2002/06/22 00:00:00+00,U,-82.11364306,29.15638708,MARION,15,S,22,E,28,NE,SW,PARCEL,,,OCALA,,E,C,30,30,8,,U,,U,U,U,U,Unknown,Stormwater Pond,UNKNOWN,3 SINKS ON PRIVATE PROPERTY. 1 - 30'X30'X8' AND 20 YDS FROM RESIDENCE. 2 - IN RETENTION POND. 3 - 4'X4'X30' IMPACTING AN OUTDOOR WALL AND FENCE. END. . .,,. .
-81.3652144918292,28.7504006099314,3480,77-500,2016/10/24 00:00:00+00,1982/02/23 00:00:00+00,U,-81.365211,28.750395,SEMINOLE,20,S,29,E,13,SE,NE,QTR2,,,,,M,C,19.7,18.7,15,90,N,,U,N,R,Y,Repaired,Unknown,SAND AND ROCK,NO COMMENTS. . . . . . .,"No paper report, moved to match database location info","I-4 WESTBOUND LANE, 200 FT S OF 98 MI. MARKER,. LAKE MARY, FL."
-82.5386356621196,28.8756367101807,3481,02-525,2014/08/06 00:00:00+00,1982/11/04 00:00:00+00,U,-82.53863221,28.87563132,CITRUS,18,S,17,E,36,,SW,TWNRNG,,,,,E,E,2,3,8,60,N,,U,Y,R,U,Unknown,Unknown,UNKNOWN,NEAR-526. IN LINE WITH 526. END. . . . .,Only accurate to Rock Crusher Road,"ROCK CRUSHER ROAD. CRYSTAL RIVER, FL."
-82.5930741395569,28.9136171393144,3482,02-508,2015/06/30 00:00:00+00,1982/10/04 00:00:00+00,U,-82.59307067,28.91361174,CITRUS,18,S,17,E,16,SW,NE,QTR1,,,LECANTO,32661,E,E,3,2,3,60,Y,2,U,N,S,U,Unknown,Unknown,UNKNOWN,NEAR 502 512 520. IN LINE 524. END. . . . .,,HWY 495 1/2 MILE OUT OF CRYSTAL RIVER. .
-82.2436111102534,27.9816666700458,3483,10-519,2016/03/24 00:00:00+00,1977/01/20 00:00:00+00,U,-82.24360777,27.98166148,HILLSBOROUGH,29,S,21,E,6,,SE,SECTION,Florida Sinkhole Research Institute,,,,U,U,,,,,U,,U,U,R,U,Unknown,Unknown,UNKNOWN,SEE 1985 FREEZE PROTECTION REPORTS FOR MORE UPDATED. INFORMATION  10-513 TO 10-534. END. . . . .,,. .
-81.4769444398863,29.2427777800728,3484,79-507,2016/11/28 00:00:00+00,1979/01/03 00:00:00+00,U,-81.47694128,29.24277227,VOLUSIA,14,S,28,E,33,NE,NW,QTR1,FSRI,,PIERSON,,U,U,39,32,,,Y,,U,U,R,U,Unknown,Unknown,UNKNOWN,LINE ANED NEAR 505 506 508 509. END. . . . . .,"Currently matches all paper report location info, location unchanged",0.9 MI WEST OF US 17. .
-81.8371960251131,27.7477945884907,3485,16-065,2016/07/05 00:00:00+00,1970/01/30 00:00:00+00,U,-81.8372,27.7478,POLK,31,S,25,E,32,NE,NW,SECTION,FSRI,,FORT MEADE,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,HWY 630. END. . . . . .,"Poor location info, moved slightly to highway","HWY 630. FT MEADE, FL."
-82.1565814452342,28.0847910729495,3486,10-1015,2015/11/10 00:00:00+00,2010/01/28 00:00:00+00,U,-82.15657813,28.08478586,HILLSBOROUGH,27,S,21,E,36,SE,SE,QTR3,Sinkhole Calls to SWFWMD,Perry Varn,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,20' wide sinkhole has opened near a pond/swamp and a strawberry field. Water from both was entering the hole. In a follow-up Mr. Varn stated that a backhoe had been brought in and the pond appeared to be holding water.,"Located at the provided adderss, there is a pond across the street, subsidence could have possibly occured there, did not move from provided address",
-82.0352299583169,28.1403801534876,3487,16-056,2016/07/05 00:00:00+00,2000/04/14 00:00:00+00,U,-82.0352,28.1404,POLK,27,S,23,E,17,NE,NW,PARCEL,FSRI,,LAKELAND,33810,E,C,18,18,15,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,ROLLING OAKS SUBDIVISION IN KATHLEEN AREA OF LAKELAND. FORMED IN FRONT DECK AREA 24' FROM THE HOME. END. . . . .,"Moved to listed address, owner has changed","7721 FOREST WAY DRIVE. LAKELAND, FL 33810."
-81.3652631118413,28.7580653961967,3488,77-573,2014/08/11 00:00:00+00,1990/05/11 00:00:00+00,U,-81.36526,28.75806,SEMINOLE,20,S,29,E,12,SE,SE,QTR3,FSRI,James E. Williams ,,,E,C,22,22,17,90,N,,N,N,R,Y,Repaired,Unknown,PAVED ROADWAY,. . . . . . .,,WEST BOUND EXIT OF I-4 @ LAKE MARY EXIT. .
-82.0276216428785,29.1404879850393,3489,36-208,2015/12/09 00:00:00+00,2004/10/22 00:00:00+00,U,-82.02761833,29.14048252,MARION,15,S,23,E,32,NW,SE,PARCEL,,,OCALA,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,SMALL SH NEAR HOME. SWP041023-7332. END. . . . .,,. .
-81.1726928823838,28.5618753262915,3490,75-705,1970/01/01 00:00:00+00,2014/10/10 00:00:00+00,U,-81.17268983,28.56186997,ORANGE,22,S,31,E,24,SE,NW,GPSSA,EM,,,,U,U,,,,,U,,U,U,U,Y,Unknown,Unknown,,Caller reports a potential sinkhole of unknown size and depth that is approximately only 2 feet away from their residence in Orlando. Caller states that it appears that their house is already being slightly affected by the whole.,,
-82.2102143808334,29.415671529341,3491,36-786,2019/07/25 00:00:00+00,2019/07/24 00:00:00+00,U,,,To Be Assigned,,,,,,,,UNKWN,City of Ocala ,Robin Preston,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,Effluent release from city of Ocala,SWO# 2019-4082,
-81.3564987197092,27.7945003495953,3492,16-853,2016/08/02 00:00:00+00,2010/01/13 00:00:00+00,U,-81.35649564,27.79449519,POLK,31,S,30,E,7,,,UNKWN,Google Earth Coordinates reported by homeowner,Dan Ryan,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,"12' across, 6' deep","No paper record, no location information, cannot determine if location is correct, location not moved for lack of info",
-82.1773365938769,29.1550765462307,3493,36-708,2015/12/04 00:00:00+00,2007/02/06 00:00:00+00,U,-82.17733323,29.15507108,MARION,15,S,21,E,26,NE,SW,PARCEL,,,,,E,C,6.5,6.5,3,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,#SWP070207-805. CALL PLACED TO MARION CO COMM CTR. SINKHOLE REPORTED - 6-7 FT DIAMETER AND APPROX 3 FT DEEP. LOCATED ACROSS FROM RED LOBSTER.,,
-81.4013888898818,28.6625000001173,3494,77-003,2016/10/10 00:00:00+00,1974/10/02 00:00:00+00,U,-81.40138577,28.66249463,SEMINOLE,21,S,29,E,15,,,COUNTY,,,,,U,U,8,8,5,,Y,20,U,U,U,U,Unknown,Unknown,SAND,INSIDE AN EXISTING LARGE SINK. END. . . . . .,"No paper record, no location info, not moved for lack of info",". ROAD-436, ROADWAY."
-82.6164579377915,29.6354476654892,3495,26-528,1970/01/01 00:00:00+00,2014/06/14 00:00:00+00,U,-82.61645443,29.6354421,ALACHUA,10,S,17,E,9,NE,NW,PARCEL,EM,,Newberry ,,U,U,,,,,U,,U,U,U,Y,Unknown,Stormwater Pond,,"Wastewater release of 5,000 gallons of partially treated water because of the sinkhole",,
-82.8998109605167,29.9904785502272,3496,37-328,2014/11/18 00:00:00+00,2012/06/29 00:00:00+00,U,-82.89980736,29.99047291,SUWANNEE,6,S,14,E,3,NW,SE,QTR2,,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,"Large sinkhole; causing depression in asphalt",,
-81.2874999997257,29.1233333295982,3497,79-009,2016/11/22 00:00:00+00,1996/01/10 00:00:00+00,U,-81.2874969,29.12332784,VOLUSIA,16,S,30,E,37,,,QTR3,,,,,E,C,5,5,2,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,OLD REYNOLDS ROAD. DAUGHARTY RESIDENCE. FROM DOT D-5 DB. END. . . .,"No paper report, currently located on correct road and property, location unchanged",. .
-82.868278969654,29.952326205118,3498,37-016,2015/02/17 00:00:00+00,1973/08/16 00:00:00+00,U,-82.86827538,29.95232057,SUWANNEE,6,S,14,E,24,SW,NE,QTR3,,,Branford,32008,E,C,4,4,9,90,N,,U,U,R,U,Unknown,Unknown,SAND,Rock quarries 1/8 mile south and 1.5 mile East,,"ROAD 20, SHOULDER. ."
-82.9919214795925,30.2884506197043,3499,37-436,2014/12/08 00:00:00+00,2012/06/27 00:00:00+00,U,-82.99191784,30.28844491,SUWANNEE,2,S,13,E,26,NW,NW,PARCEL,,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,"4 Caostrophic sinkholes straddling road, ranging from 10 - 40 ft wide. One subsidence event close to the church on the east side. Note that this point is the only one notated; the remaining 4 points are unnotated, but associated with this event.",,
-82.3765564205236,28.1197029702425,3500,10-745,2015/12/17 00:00:00+00,1977/05/01 00:00:00+00,U,-82.37655304,28.11969775,HILLSBOROUGH,27,S,19,E,23,NW,SE,QTR2,FSRI,,,,E,C,12,12,4,,U,,N,N,U,U,Unknown,Unknown,UNKNOWN,VERY DRY WEATHER. END. . . . . .,"No address is given. Parcel cannot be determined with confidence; moved to Bruce B Downs Blvd. off of private property.",. .
-82.1952833281757,28.015885196325,3501,10-610,2015/12/07 00:00:00+00,1985/01/21 00:00:00+00,U,-82.19528,28.01588,HILLSBOROUGH,28,S,21,E,27,NW,SE,QTR2,FSRI,,PLANT CITY,33566,E,C,20,15,15,,Y,7,N,N,R,Y,Unknown,Unknown,FINE SANDY,FREEZE PROTECTION PUMPING AT THIS TIME. MANY SINKS DEVELOPING IN THE AREA. END. . . . .,Address cannot be found. Moved to corner of Tanner Rd. and Parkesdale Ln. off of private property.,". 5509 TANNER ROAD. PLANT CITY, FL"
-82.3434153314074,29.1868821845449,3502,36-222,2016/02/09 00:00:00+00,1970/01/01 00:00:00+00,U,-82.34341192,29.18687671,MARION,15,S,20,E,18,NE,SW,PARCEL,,,,,E,E,,,5,20,N,,N,N,R,Y,Planned,Unknown,SAND,DAMAGE TO MOBILE HOME. END. . . . . .,,. .
-83.0985316784442,30.4913717541892,3503,32-505,2014/11/25 00:00:00+00,2014/02/11 00:00:00+00,U,-83.098528,30.491366,HAMILTON,1,N,12,E,15,NE,NE,PARCEL,Hamilton Co EM,,,,E,C,8,8,5,,U,,U,U,U,Y,Unknown,Unknown,,"SWO#2014-1090: subsidence occured in the driveway of a residence; a construction truck partially fell into the hole",,
