SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
50,3,5,54,71,West Virginia,Pendleton County,7695,7695,7684,7563,7515,7416,7288,7229,-11,-121,-48,-99,-128,-59,14,65,82,68,83,74,30,112,96,102,71,66,-16,-47,-14,-34,12,8,1,-2,22,8,4,3,6,-70,-56,-69,-146,-76,7,-72,-34,-61,-142,-73,-2,-2,0,-4,2,6,196,196,195,195,208,141,141,8.526267463,10.87677411,9.108566071,11.28944505,10.19494386,14.69141471,12.73378432,13.66284911,9.657236126,9.092787766,-6.165147242,-1.857010214,-4.554283035,1.632208923,1.102156093,-0.262346691,2.918158907,1.071596008,0.544069641,0.413308535,-9.18213419,-7.428040854,-9.242515572,-19.85854189,-10.47048288,-9.444480881,-4.509881947,-8.170919563,-19.31447225,-10.05717435
50,3,5,54,73,West Virginia,Pleasants County,7605,7605,7582,7604,7598,7593,7713,7674,-23,22,-6,-5,120,-39,18,63,57,68,98,90,33,98,100,91,74,75,-15,-35,-43,-23,24,15,0,0,0,0,0,0,-7,51,39,16,94,-62,-7,51,39,16,94,-62,-1,6,-2,2,2,8,623,623,623,623,623,672,671,8.297115765,7.499013288,8.952669344,12.80543578,11.69818678,12.90662452,13.15616366,11.98077809,9.669410689,9.748488984,-4.609508758,-5.657150375,-3.028108749,3.136025088,1.949697797,0,0,0,0,0,6.716712762,5.130903828,2.106510434,12.28276493,-8.058750894,6.716712762,5.130903828,2.106510434,12.28276493,-8.058750894
50,3,5,54,75,West Virginia,Pocahontas County,8719,8722,8712,8829,8707,8669,8671,8607,-10,117,-122,-38,2,-64,25,89,82,86,99,94,12,115,92,110,116,110,13,-26,-10,-24,-17,-16,1,5,2,2,2,2,-18,123,-117,2,19,-52,-17,128,-115,4,21,-50,-6,15,3,-18,-2,2,318,318,318,318,318,318,318,10.14765407,9.352189781,9.898710866,11.41868512,10.88088899,13.11213728,10.49270073,12.66114181,13.37946944,12.7329552,-2.964483211,-1.140510949,-2.762430939,-1.960784314,-1.852066211,0.570092925,0.22810219,0.230202578,0.230680508,0.231508276,14.02428596,-13.3439781,0.230202578,2.191464821,-6.019215187,14.59437888,-13.11587591,0.460405157,2.422145329,-5.787706911
50,3,5,54,77,West Virginia,Preston County,33520,33520,33551,33617,33894,33697,33899,33940,31,66,277,-197,202,41,77,355,366,337,359,363,42,369,337,367,339,340,35,-14,29,-30,20,23,1,0,1,1,2,2,-3,85,246,-179,167,70,-2,85,247,-178,169,72,-2,-5,1,11,13,-54,2378,2377,2376,2369,2303,2372,2371,10.57050977,10.84267749,9.9717418,10.62193029,10.70180869,10.98737494,9.983558235,10.85943395,10.0301793,10.02373266,-0.416865174,0.859119255,-0.887692148,0.591750991,0.678076033,0,0.029624802,0.029589738,0.059175099,0.058963133,2.530967127,7.287701264,-5.296563152,4.941120776,2.063709666,2.530967127,7.317326065,-5.266973414,5.000295876,2.122672799
50,3,5,54,79,West Virginia,Putnam County,55486,55508,55650,56092,56558,56621,56863,56848,142,442,466,63,242,-15,117,606,608,595,612,615,87,528,528,579,564,565,30,78,80,16,48,50,8,11,34,34,38,37,103,306,350,4,131,-108,111,317,384,38,169,-71,1,47,2,9,25,6,249,249,249,249,249,249,249,10.84641406,10.79449623,10.51431803,10.78566142,10.81689546,9.450340964,9.374167776,10.23158006,9.939727186,9.937473068,1.396073097,1.420328451,0.282737964,0.845934229,0.879422395,0.196882103,0.603639592,0.600818173,0.669697931,0.650772573,5.47690215,6.213936973,0.070684491,2.308695499,-1.899552374,5.673784253,6.817576565,0.671502664,2.97839343,-1.248779801
50,3,5,54,81,West Virginia,Raleigh County,78859,78862,78900,79155,79059,78585,78155,77510,38,255,-96,-474,-430,-645,232,984,988,958,917,910,241,987,1008,1068,974,1037,-9,-3,-20,-110,-57,-127,18,73,86,94,110,110,36,223,-161,-474,-453,-608,54,296,-75,-380,-343,-498,-7,-38,-1,16,-30,-20,3857,3857,3788,3779,3647,3634,3635,12.45136187,12.48941307,12.15396717,11.70090596,11.691774,12.48932334,12.7422352,13.54951663,12.42822509,13.32348312,-0.037961469,-0.252822127,-1.395549466,-0.727319127,-1.631709119,0.923729082,1.087135146,1.192560453,1.403598316,1.413291363,2.821802537,-2.035218122,-6.013549517,-5.780273064,-7.811646806,3.745531619,-0.948082976,-4.820989064,-4.376674748,-6.398355443
50,3,5,54,83,West Virginia,Randolph County,29405,29405,29369,29432,29419,29555,29294,29126,-36,63,-13,136,-261,-168,61,308,312,327,301,301,86,358,367,356,382,365,-25,-50,-55,-29,-81,-64,0,5,5,5,5,5,-10,117,39,157,-186,-113,-10,122,44,162,-181,-108,-1,-9,-2,3,1,4,2273,2273,2273,2243,2353,2284,2281,10.47601231,10.60304838,11.08963272,10.2295706,10.30469018,12.17666366,12.47217549,12.07311697,12.98237863,12.49572064,-1.700651349,-1.869127118,-0.983484247,-2.752808034,-2.191030469,0.170065135,0.169920647,0.16956625,0.169926422,0.171174255,3.979524158,1.325381047,5.324380235,-6.321262893,-3.868538172,4.149589293,1.495301694,5.493946485,-6.151336471,-3.697363916
50,3,5,54,85,West Virginia,Ritchie County,10449,10449,10406,10356,10274,10077,10009,9982,-43,-50,-82,-197,-68,-27,23,97,94,89,95,92,45,123,123,113,122,139,-22,-26,-29,-24,-27,-47,0,1,0,0,0,0,-17,-51,-52,-121,-35,37,-17,-50,-52,-121,-35,37,-4,26,-1,-52,-6,-17,106,106,106,106,106,106,106,9.343993835,9.112942317,8.746498944,9.459324903,9.204141864,11.8485695,11.92438197,11.1051054,12.14776461,13.90625782,-2.504575667,-2.811439651,-2.358606457,-2.688439709,-4.702115952,0.096329833,0,0,0,0,-4.912821501,-5.041202133,-11.89130755,-3.485014438,3.70166575,-4.816491667,-5.041202133,-11.89130755,-3.485014438,3.70166575
50,3,5,54,87,West Virginia,Roane County,14926,14926,14876,14816,14698,14623,14605,14435,-50,-60,-118,-75,-18,-170,33,159,173,146,154,152,65,173,164,207,184,175,-32,-14,9,-61,-30,-23,0,0,-1,-1,-1,-1,-12,-47,-128,-6,27,-143,-12,-47,-129,-7,26,-144,-6,1,2,-7,-14,-3,98,98,98,98,98,98,98,10.70995554,11.72324998,9.958732649,10.53784043,10.46831956,11.6529705,11.11336993,14.119573,12.59066648,12.0523416,-0.943014954,0.609880057,-4.160840353,-2.052826057,-1.584022039,0,-0.067764451,-0.068210498,-0.068427535,-0.068870523,-3.165835915,-8.673849698,-0.409262986,1.847543452,-9.848484848,-3.165835915,-8.741614149,-0.477473483,1.779115916,-9.917355372
50,3,5,54,89,West Virginia,Summers County,13927,13927,13941,13862,13769,13543,13309,13239,14,-79,-93,-226,-234,-70,31,126,116,111,98,99,33,213,179,186,185,148,-2,-87,-63,-75,-87,-49,0,4,0,0,0,0,15,7,-24,-150,-146,33,15,11,-24,-150,-146,33,1,-3,-6,-1,-1,-54,1329,1329,1329,1329,1314,1211,1210,9.063770097,8.3963664,8.128295255,7.299270073,7.458188941,15.32208755,12.95646195,13.62038664,13.77923432,11.14961579,-6.258317448,-4.560095545,-5.492091388,-6.479964248,-3.691426849,0.287738733,0,0,0,0,0.503542783,-1.737179255,-10.98418278,-10.87442276,2.48606298,0.791281516,-1.737179255,-10.98418278,-10.87442276,2.48606298
50,3,5,54,91,West Virginia,Taylor County,16895,16890,16887,16932,16996,16994,17053,16912,-3,45,64,-2,59,-141,49,173,181,184,172,176,69,203,197,186,188,183,-20,-30,-16,-2,-16,-7,0,0,0,0,0,0,17,78,81,13,74,-131,17,78,81,13,74,-131,0,-3,-1,-13,1,-3,511,511,511,511,511,511,511,10.23093527,10.66965338,10.82671374,10.10368021,10.3636096,12.0050859,11.61282716,10.94439541,11.04355744,10.77579862,-1.774150625,-0.94317378,-0.117681671,-0.939877229,-0.412189018,0,0,0,0,0,4.612791626,4.77481726,0.764930862,4.346932182,-7.713823053,4.612791626,4.77481726,0.764930862,4.346932182,-7.713823053
50,3,5,54,93,West Virginia,Tucker County,7141,7141,7115,7050,6945,6954,6947,6966,-26,-65,-105,9,-7,19,21,60,57,77,71,76,21,94,93,83,105,109,0,-34,-36,-6,-34,-33,0,0,0,0,0,0,-23,-29,-64,21,18,43,-23,-29,-64,21,18,43,-3,-2,-5,-6,9,9,142,142,161,146,147,147,147,8.471584892,8.145766345,11.07993381,10.21509244,10.92503414,13.27214967,13.29046088,11.94330527,15.10682685,15.66879897,-4.800564772,-5.144694534,-0.863371466,-4.891734408,-4.743764824,0,0,0,0,0,-4.094599365,-9.146123616,3.02180013,2.589741745,6.181269317,-4.094599365,-9.146123616,3.02180013,2.589741745,6.181269317
50,3,5,54,95,West Virginia,Tyler County,9208,9211,9184,9101,9029,8981,9079,8975,-27,-83,-72,-48,98,-104,21,74,91,104,93,97,13,161,125,117,96,107,8,-87,-34,-13,-3,-10,0,0,0,0,0,0,-31,-5,-37,-34,106,-101,-31,-5,-37,-34,106,-101,-4,9,-1,-1,-5,7,67,67,67,67,67,67,67,8.094066175,10.03861004,11.54913937,10.29900332,10.74554115,17.61006289,13.7892995,12.99278179,10.63122924,11.8533289,-9.515996719,-3.750689465,-1.443642421,-0.332225914,-1.107787748,0,0,0,0,0,-0.546896363,-4.081632653,-3.775680178,11.73864895,-11.18865625,-0.546896363,-4.081632653,-3.775680178,11.73864895,-11.18865625
50,3,5,54,97,West Virginia,Upshur County,24254,24254,24245,24256,24484,24638,24665,24758,-9,11,228,154,27,93,65,256,277,314,261,281,80,261,254,257,260,266,-15,-5,23,57,1,15,1,-1,1,1,2,2,6,21,203,88,42,56,7,20,204,89,44,58,-1,-4,1,8,-18,20,1215,1215,1215,1215,1215,1218,1219,10.55648337,11.36643414,12.78449575,10.58759102,11.37122392,10.76266469,10.4226508,10.46374333,10.54702554,10.76421909,-0.206181316,0.94378334,2.320752412,0.040565483,0.607004836,-0.041236263,0.041034058,0.040714955,0.081130966,0.080933978,0.865961527,8.329913829,3.582916005,1.703750279,2.266151387,0.824725263,8.370947887,3.62363096,1.784881245,2.347085365
50,3,5,54,99,West Virginia,Wayne County,42481,42484,42442,41944,41695,41626,41258,40971,-42,-498,-249,-69,-368,-287,97,383,386,476,453,426,93,492,446,469,499,496,4,-109,-60,7,-46,-70,3,11,8,8,10,10,-46,-482,-201,-46,-313,-190,-43,-471,-193,-38,-303,-180,-3,82,4,-38,-19,-37,246,246,246,246,246,246,246,9.077335103,9.230143832,11.425691,10.93093963,10.36130805,11.66070201,10.66488122,11.25766614,12.04092467,12.06387041,-2.583366909,-1.434737383,0.168024868,-1.109985039,-1.702562356,0.260706752,0.191298318,0.19202842,0.241301096,0.243223194,-11.42369587,-4.806370234,-1.104163416,-7.552724289,-4.621240682,-11.16298912,-4.615071916,-0.912134996,-7.311423194,-4.378017488
50,3,5,54,101,West Virginia,Webster County,9154,9154,9155,9160,9024,8868,8830,8755,1,5,-136,-156,-38,-75,27,108,105,88,105,101,40,102,126,136,123,113,-13,6,-21,-48,-18,-12,1,3,2,3,4,4,13,-17,-116,-113,-39,-63,14,-14,-114,-110,-35,-59,0,13,-1,2,15,-4,58,58,58,58,58,58,58,11.79361179,11.54861417,9.836798569,11.86574754,11.48706284,11.13841114,13.858337,15.20232506,13.89987569,12.85186238,0.655200655,-2.309722833,-5.365526492,-2.03412815,-1.364799545,0.327600328,0.219973603,0.335345406,0.452028478,0.454933182,-1.856401856,-12.75846898,-12.63134362,-4.407277658,-7.165197612,-1.528801529,-12.53849538,-12.29599821,-3.955249181,-6.71026443
50,3,5,54,103,West Virginia,Wetzel County,16583,16580,16552,16406,16406,16181,15974,15816,-28,-146,0,-225,-207,-158,37,171,171,170,164,170,65,215,238,226,222,229,-28,-44,-67,-56,-58,-59,3,6,2,2,2,2,-2,-117,66,-161,-151,-107,1,-111,68,-159,-149,-105,-1,9,-1,-10,0,6,124,124,124,124,124,124,124,10.37684326,10.42301597,10.43360849,10.20059089,10.69518717,13.04690819,14.50688772,13.87056188,13.80811693,14.40704624,-2.670064931,-4.083871754,-3.436953386,-3.607526046,-3.711859075,0.364099763,0.12190662,0.122748335,0.12439745,0.125825731,-7.099945385,4.022918445,-9.881240986,-9.392007464,-6.731676628,-6.735845622,4.144825064,-9.75849265,-9.267610014,-6.605850897
50,3,5,54,105,West Virginia,Wirt County,5717,5717,5745,5798,5816,5874,5837,5880,28,53,18,58,-37,43,24,58,56,60,61,59,23,60,62,50,51,44,1,-2,-6,10,10,15,1,4,3,4,4,4,29,39,20,50,-54,30,30,43,23,54,-50,34,-3,12,1,-6,3,-6,0,0,0,0,0,0,0,10.04938058,9.643533666,10.26518392,10.41755614,10.07083725,10.39591094,10.67676942,8.554319932,8.709760055,7.510454895,-0.346530365,-1.03323575,1.710863986,1.707796089,2.56038235,0.693060729,0.516617875,0.684345595,0.683118436,0.682768627,6.757342112,3.444119167,8.554319932,-9.222098881,5.120764701,7.450402842,3.960737042,9.238665526,-8.538980446,5.803533328
50,3,5,54,107,West Virginia,Wood County,86956,86956,87016,86831,86584,86487,86441,86452,60,-185,-247,-97,-46,11,261,991,886,988,1047,1047,277,1049,990,1009,1046,1033,-16,-58,-104,-21,1,14,-1,3,8,6,10,11,84,-98,-147,-73,28,14,83,-95,-139,-67,38,25,-7,-32,-4,-9,-85,-28,1046,1046,1046,999,999,1001,1001,11.40082947,10.21826255,11.41727961,12.10908586,12.11153719,12.06808285,11.41769743,11.65995459,12.09752036,11.94958732,-0.667253389,-1.199434882,-0.242674972,0.011565507,0.161949877,0.034513106,0.092264222,0.069335706,0.11565507,0.127246332,-1.127428141,-1.695355073,-0.843584425,0.323834197,0.161949877,-1.092915034,-1.603090851,-0.774248719,0.439489267,0.289196208
50,3,5,54,109,West Virginia,Wyoming County,23796,23801,23718,23459,23232,22947,22540,22151,-83,-259,-227,-285,-407,-389,54,271,243,230,201,211,100,352,332,332,342,345,-46,-81,-89,-102,-141,-134,0,0,0,0,0,0,-33,-168,-143,-140,-273,-276,-33,-168,-143,-140,-273,-276,-4,-10,5,-43,7,21,56,56,56,56,56,56,56,11.48864913,10.40885824,9.961237792,8.837689889,9.442617082,14.92252581,14.22115611,14.3788302,15.03726339,15.43935021,-3.433876677,-3.812297873,-4.417592412,-6.199573505,-5.996733123,0,0,0,0,0,-7.12211459,-6.125377482,-6.063362134,-12.00342955,-12.35148016,-7.12211459,-6.125377482,-6.063362134,-12.00342955,-12.35148016
40,2,3,55,0,Wisconsin,Wisconsin,5686986,5687289,5690204,5709720,5726422,5743653,5759432,5771337,2915,19516,16702,17231,15779,11905,17558,67792,67645,66890,66628,66859,11745,48488,47889,50037,48540,47984,5813,19304,19756,16853,18088,18875,1238,5872,6607,7216,8499,8569,-3853,-6202,-9525,-7620,-9443,-15568,-2615,-330,-2918,-404,-944,-6999,-283,542,-136,782,-1365,29,150520,150518,149209,149182,148656,148781,148192,11.89341262,11.83003849,11.66339366,11.58437063,11.59662465,8.506723378,8.375027173,8.724790378,8.43947515,8.32277535,3.386689245,3.455011314,2.938603279,3.144895478,3.273849298,1.030182307,1.155459595,1.258230657,1.47769055,1.486284219,-1.088077429,-1.665771551,-1.328674834,-1.641820433,-2.700253556,-0.057895123,-0.510311957,-0.070444178,-0.164129883,-1.213969337
50,2,3,55,1,Wisconsin,Adams County,20875,20875,20864,20904,20522,20487,20194,20148,-11,40,-382,-35,-293,-46,35,122,122,145,139,136,42,264,229,261,269,247,-7,-142,-107,-116,-130,-111,0,1,3,5,7,9,3,156,-275,113,-177,55,3,157,-272,118,-170,64,-7,25,-3,-37,7,1,1432,1432,1448,1342,1339,1313,1251,5.84179276,5.89002076,7.071618425,6.83365699,6.742352883,12.64125646,11.05585864,12.72891317,13.22484698,12.24530266,-6.799463704,-5.16583788,-5.65729474,-6.39118999,-5.502949779,0.047883547,0.144836576,0.243848911,0.344141,0.446185117,7.469833365,-13.27668614,5.510985394,-8.701850987,2.726686828,7.517716913,-13.13184956,5.754834305,-8.357709987,3.172871945
50,2,3,55,3,Wisconsin,Ashland County,16157,16157,16163,16082,15907,16057,16076,15843,6,-81,-175,150,19,-233,38,186,179,183,175,175,62,199,163,182,184,175,-24,-13,16,1,-9,0,0,2,2,2,2,2,31,-84,-197,138,39,-204,31,-82,-195,140,41,-202,-1,14,4,9,-13,-31,623,623,596,572,634,613,594,11.53667235,11.19134703,11.45038168,10.89222917,10.9652558,12.34299892,10.19100316,11.38781129,11.45240096,10.9652558,-0.806326562,1.000343868,0.062570392,-0.560171786,0,0.12405024,0.125042984,0.125140783,0.124482619,0.125317209,-5.210110095,-12.31673388,8.634714053,2.427411073,-12.78235534,-5.086059854,-12.19169089,8.759854837,2.551893692,-12.65703813
50,2,3,55,5,Wisconsin,Barron County,45870,45870,45840,45910,45802,45654,45503,45563,-30,70,-108,-148,-151,60,132,522,568,514,493,493,146,513,499,505,481,455,-14,9,69,9,12,38,8,22,49,54,62,62,-22,47,-226,-220,-209,-28,-14,69,-177,-166,-147,34,-2,-8,0,9,-16,-12,681,681,678,674,658,630,600,11.37874659,12.38660154,11.24037789,10.8165034,10.82731206,11.18256131,10.88189114,11.04356193,10.55322137,9.992752509,0.196185286,1.504710398,0.196815955,0.26328203,0.83455955,0.479564033,1.068562456,1.180895731,1.360290488,1.361649793,1.024523161,-4.928471738,-4.811056683,-4.585495354,-0.614938616,1.504087194,-3.859909281,-3.630160952,-3.225204866,0.746711177
50,2,3,55,7,Wisconsin,Bayfield County,15014,15014,15011,15106,15094,15110,14964,14977,-3,95,-12,16,-146,13,29,120,138,117,127,121,57,143,136,162,149,170,-28,-23,2,-45,-22,-49,0,7,7,7,8,8,23,108,-14,66,-134,42,23,115,-7,73,-126,50,2,3,-7,-12,2,12,126,126,116,111,102,109,101,7.968921207,9.139072848,7.747318236,8.44583361,8.082562373,9.496297772,9.006622517,10.72705602,9.908891401,11.35566614,-1.527376565,0.132450331,-2.979737783,-1.463057791,-3.273103771,0.464853737,0.463576159,0.463514766,0.532021015,0.534384289,7.172029087,-0.927152318,4.370282082,-8.911351998,2.805517518,7.636882824,-0.463576159,4.833796848,-8.379330984,3.339901807
50,2,3,55,9,Wisconsin,Brown County,248007,248007,248507,250563,253039,254677,256588,258718,500,2056,2476,1638,1911,2130,883,3345,3451,3388,3396,3404,411,1780,1842,1850,1783,1736,472,1565,1609,1538,1613,1668,80,351,386,413,502,501,-51,241,522,-414,-91,-161,29,592,908,-1,411,340,-1,-101,-41,101,-113,122,6629,6629,6706,6671,6678,6538,6545,13.40493318,13.70526726,13.34604385,13.2846958,13.2115675,7.133267878,7.315300575,7.287538703,6.974856483,6.737744175,6.271665298,6.38996668,6.058505149,6.30983932,6.473823321,1.406616306,1.532956581,1.626893775,1.963756565,1.94447571,0.965796381,2.073065635,-1.630832985,-0.355979776,-0.624871436,2.372412688,3.606022216,-0.00393921,1.607776789,1.319604274
50,2,3,55,11,Wisconsin,Buffalo County,13587,13587,13555,13480,13344,13376,13205,13192,-32,-75,-136,32,-171,-13,33,132,145,158,125,138,52,147,117,121,136,118,-19,-15,28,37,-11,20,0,5,3,4,4,4,-15,-55,-167,-8,-171,-27,-15,-50,-164,-4,-167,-23,2,-10,0,-1,7,-10,107,107,100,104,116,114,111,9.76511929,10.81121384,11.82634731,9.405214251,10.45573361,10.87479194,8.723531166,9.056886228,10.23287311,8.940409895,-1.109672647,2.087682672,2.769461078,-0.827658854,1.515323711,0.369890882,0.223680286,0.299401198,0.300966856,0.303064742,-4.068799704,-12.45153594,-0.598802395,-12.8663331,-2.04568701,-3.698908822,-12.22785565,-0.299401198,-12.56536624,-1.742622268
50,2,3,55,13,Wisconsin,Burnett County,15457,15457,15433,15510,15363,15317,15320,15159,-24,77,-147,-46,3,-161,33,144,137,129,123,121,52,140,173,177,179,162,-19,4,-36,-48,-56,-41,0,4,4,4,5,5,-5,77,-111,7,63,-53,-5,81,-107,11,68,-48,0,-8,-4,-9,-9,-72,139,139,139,137,138,134,134,9.307436254,8.87506883,8.409387223,8.029506806,7.939893041,9.048896358,11.20720371,11.53846154,11.68521722,10.63027002,0.258539896,-2.332134875,-3.129074316,-3.655710416,-2.690376981,0.258539896,0.259126097,0.260756193,0.326402716,0.328094754,4.976892997,-7.190749198,0.456323338,4.112674217,-3.47780439,5.235432893,-6.931623101,0.717079531,4.439076933,-3.149709636
50,2,3,55,15,Wisconsin,Calumet County,48971,48971,49008,49706,49728,49689,49504,49762,37,698,22,-39,-185,258,156,589,600,544,528,523,54,278,297,335,400,335,102,311,303,209,128,188,3,20,18,19,22,23,-66,324,-306,-272,-313,71,-63,344,-288,-253,-291,94,-2,43,7,5,-22,-24,198,198,202,199,194,183,190,11.93346435,12.06830662,10.94380237,10.64591251,10.53734411,5.63243309,5.973811775,6.739290061,8.065085238,6.749541636,6.301031262,6.094494841,4.204512307,2.580827276,3.78780247,0.405211014,0.362049199,0.382228392,0.443579688,0.463401366,6.564418421,-6.154836374,-5.471901184,-6.310929199,1.430499869,6.969629435,-5.792787175,-5.089672792,-5.867349511,1.893901235
50,2,3,55,17,Wisconsin,Chippewa County,62415,62505,62616,62915,63028,63162,63408,63531,111,299,113,134,246,123,168,762,770,697,691,693,87,509,499,570,580,565,81,253,271,127,111,128,4,5,7,7,9,9,34,68,-165,-11,133,-20,38,73,-158,-4,142,-11,-8,-27,0,11,-7,6,2632,2632,2633,2631,2576,2660,2608,12.14042746,12.22775383,11.04683414,10.91885913,10.91863021,8.109550629,7.924219687,9.033996355,9.164888994,8.901913518,4.030876835,4.303534139,2.012837784,1.753970135,2.016716691,0.079661598,0.111161398,0.110943815,0.142213795,0.141800392,1.083397727,-2.620232963,-0.174340281,2.101603856,-0.315111983,1.163059324,-2.509071564,-0.063396466,2.24381765,-0.173311591
50,2,3,55,19,Wisconsin,Clark County,34690,34691,34682,34736,34463,34552,34393,34445,-9,54,-273,89,-159,52,153,582,557,591,549,558,118,320,314,334,344,310,35,262,243,257,205,248,3,20,11,12,16,16,-47,-215,-530,-198,-381,-178,-44,-195,-519,-186,-365,-162,0,-13,3,18,1,-34,536,536,533,513,528,485,492,16.76798525,16.09849853,17.12671158,15.92573791,16.21197594,9.21951079,9.075275654,9.679055278,9.978968743,9.006653302,7.548474459,7.023222879,7.447656307,5.946769164,7.205322642,0.576219424,0.317923669,0.347750489,0.464138081,0.464859525,-6.194358812,-15.31814044,-5.737883069,-11.05228806,-5.171562219,-5.618139387,-15.00021677,-5.39013258,-10.58814997,-4.706702693
50,2,3,55,21,Wisconsin,Columbia County,56833,56833,56867,56691,56440,56592,56571,56743,34,-176,-251,152,-21,172,139,626,579,626,581,592,152,512,513,508,537,518,-13,114,66,118,44,74,0,8,12,13,16,17,53,-291,-324,-13,-64,28,53,-283,-312,0,-48,45,-6,-7,-5,34,-17,53,1526,1526,1482,1476,1420,1431,1461,11.02520298,10.23592119,11.07650931,10.26837394,10.44884127,9.017418412,9.069132245,8.988604997,9.490734604,9.142736114,2.007784568,1.166788944,2.08790431,0.777639334,1.306105159,0.140897163,0.212143444,0.230023356,0.28277794,0.300051185,-5.125134293,-5.727872997,-0.230023356,-1.131111759,0.494201952,-4.98423713,-5.515729552,0,-0.848333819,0.794253137
50,2,3,55,23,Wisconsin,Crawford County,16644,16644,16633,16681,16541,16418,16386,16391,-11,48,-140,-123,-32,5,50,147,174,160,167,172,45,180,196,172,156,164,5,-33,-22,-12,11,8,0,2,0,0,1,1,-17,78,-118,-102,-28,-24,-17,80,-118,-102,-27,-23,1,1,0,-9,-16,20,785,785,785,782,781,765,775,8.825118569,10.47498646,9.709032434,10.18168516,10.49516429,10.80626764,11.79941003,10.43720987,9.51103524,10.00701712,-1.981149066,-1.324423575,-0.728177433,0.670649921,0.488147176,0.12006964,0,0,0.060968175,0.061018397,4.682715975,-7.103726446,-6.189508177,-1.707108889,-1.464441529,4.802785616,-7.103726446,-6.189508177,-1.646140715,-1.403423132
50,2,3,55,25,Wisconsin,Dane County,488073,488075,489187,496500,503594,510322,516929,523643,1112,7313,7094,6728,6607,6714,1599,5982,6110,6146,6213,6240,721,2983,2912,3165,3121,3096,878,2999,3198,2981,3092,3144,321,1460,1600,1765,2019,2030,-74,2695,2265,1720,1596,1291,247,4155,3865,3485,3615,3321,-13,159,31,262,-100,249,12775,12774,12726,12555,12783,12853,12861,12.13772729,12.21885143,12.12329227,12.09636204,11.99340363,6.052631312,5.823452596,6.243120732,6.076411705,5.950573339,6.085095979,6.395398833,5.880171533,6.019950334,6.04283029,2.962400843,3.199699228,3.48155074,3.9308796,3.901700219,5.46826731,4.52957422,3.39278599,3.107322358,2.481327578,8.430668153,7.729273448,6.87433673,7.038201958,6.383027796
50,2,3,55,27,Wisconsin,Dodge County,88759,88761,88661,88725,88560,88376,88570,88502,-100,64,-165,-184,194,-68,225,862,820,847,845,868,207,904,822,881,853,869,18,-42,-2,-34,-8,-1,9,44,42,49,53,54,-111,-85,-197,-170,176,-164,-102,-41,-155,-121,229,-110,-16,147,-8,-29,-27,43,6192,6192,6111,6260,6306,6310,6276,9.718918066,9.250641622,9.574083284,9.550936444,9.803921569,10.19246164,9.273204163,9.958403038,9.641359511,9.815216409,-0.473543572,-0.022562541,-0.384319754,-0.090423067,-0.011294841,0.496093266,0.473813351,0.553872587,0.599052818,0.609921388,-0.95836199,-2.222410243,-1.92159877,1.989307472,-1.852353845,-0.462268725,-1.748596892,-1.367726183,2.588360291,-1.242432457
